Description	Resource	Path	Location	Type
Type d3fend.owl:ReadMemory is not the same as or a sub type of the range of d3fend.owl:invokes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 9704 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ReadFile is not the same as or a sub type of the range of d3fend.owl:invokes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 9699 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:RDPSession is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15474 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:PropertyListFile is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14862 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ProcessSegment is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14163 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ProcessSegment is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14172 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ProcessSegment is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14452 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ProcessSegment is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 16213 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ProcessorRegister is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 11791 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:Process is not the same as or a sub type of the range of d3fend.owl:executes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 5507 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:Process is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12564 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:Process is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 97 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ProcessImage is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12606 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ProcessEnvironmentVariable is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15423 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ProcessCodeSegment is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13140 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ProcessCodeSegment is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13264 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ProcessCodeSegment is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14257 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:Procedure is not the same as or a sub type of the range of d3fend.owl:implemented-by	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 16267 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:PrivateKey is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15159 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:PowerShellProfileScript is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14957 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:PortfolioAssessment is not the same as or a sub type of the range of d3fend.owl:analyzes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 356 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:Pointer is not the same as or a sub type of the range of d3fend.owl:addresses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 10455 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:Pipe is not the same as or a sub type of the range of d3fend.owl:enumerates	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 7303 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:PasswordStore is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15223 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:Password is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13670 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:Password is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13678 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:Password is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13684 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:PasswordFile is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12613 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:Partition is not the same as or a sub type of the range of d3fend.owl:addresses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 10159 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:OperatingSystemLogFile is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13296 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:OperatingSystemFile is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12605 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:OperatingSystemFile is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13129 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:OperatingSystemConfigurationFile is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15090 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:OperatingSystemConfigurationFile is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15721 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:OpenFile is not the same as or a sub type of the range of d3fend.owl:invokes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 7013 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:OpenFile is not the same as or a sub type of the range of d3fend.owl:invokes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 9691 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:OfficeApplication is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13951 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:OfficeApplicationFile is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15527 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:MoveFile is not the same as or a sub type of the range of d3fend.owl:invokes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12894 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:MoveFile is not the same as or a sub type of the range of d3fend.owl:invokes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 9686 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:MicrosoftHTMLApplication is not the same as or a sub type of the range of d3fend.owl:interprets	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14415 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:MemoryWord is not the same as or a sub type of the range of d3fend.owl:addresses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 9041 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:MemoryBlock is not the same as or a sub type of the range of d3fend.owl:reads	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 11106 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:MemoryBlock is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 17034 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:MemoryBlock is not the same as or a sub type of the range of d3fend.owl:addresses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 10454 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:MemoryBlock is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 11094 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:MailServer is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14682 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:MailServer is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13732 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:MacOSKeychain is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15230 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:LocalResource is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12624 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:LocalResource is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 8809 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:LegacySystem is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15455 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:KeyboardInputDevice is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13167 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:KernelModule is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15015 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:JobSchedule is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12888 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:JobSchedule is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13043 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:JobSchedule is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 8212 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:InterprocessCommunication is not the same as or a sub type of the range of d3fend.owl:injects	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15341 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:In-memoryPasswordStore is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15236 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:HardwareDevice is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14213 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:GroupPolicy is not the same as or a sub type of the range of d3fend.owl:reads	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 16201 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:GroupPolicy is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14519 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:GroupPolicy is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15171 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:GraphicalUserInterface is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13173 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:GlobalUserAccount is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13591 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:GetThreadContext is not the same as or a sub type of the range of d3fend.owl:invokes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 9681 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:GetSystemTime is not the same as or a sub type of the range of d3fend.owl:invokes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 9676 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:FreeMemory is not the same as or a sub type of the range of d3fend.owl:invokes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 9081 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:FreeMemory is not the same as or a sub type of the range of d3fend.owl:invokes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 9666 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:Firmware is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14813 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:FileSystemMetadata is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12875 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:FileSystemMetadata is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12907 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:FileSystemMetadata is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15185 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:FileSystemMetadata is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15484 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:FileSystemMetadata is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15505 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:FileSystemMetadata is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 9272 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:File is not the same as or a sub type of the range of d3fend.owl:reads	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 11101 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:File is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15556 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:File is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 17029 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:File is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12623 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:File is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13457 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:File is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13763 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:File is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15141 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:File is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 7012 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:File is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 9845 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ExecutableScript is not the same as or a sub type of the range of d3fend.owl:interprets	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 11500 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ExecutableScript is not the same as or a sub type of the range of d3fend.owl:interprets	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14474 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ExecutableScript is not the same as or a sub type of the range of d3fend.owl:executes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13202 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ExecutableFile is not the same as or a sub type of the range of d3fend.owl:executes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14275 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ExecutableFile is not the same as or a sub type of the range of d3fend.owl:executes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 15081 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ExecutableBinary is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12792 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ExecutableBinary is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14907 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:ExecutableBinary is not the same as or a sub type of the range of d3fend.owl:executes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 6716 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:Exec is not the same as or a sub type of the range of d3fend.owl:invokes	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 9661 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:EventLog is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13290 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:EventLog is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14885 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:EventLog is not the same as or a sub type of the range of d3fend.owl:modifies	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 14901 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:EncryptedCredential is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12578 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:EncryptedCredential is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12591 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:EncryptedCredential is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 12612 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
Type d3fend.owl:EncryptedCredential is not the same as or a sub type of the range of d3fend.owl:accesses	d3fend.owl.oml	/sandbox/d3fend/oml/d3fend.mitre.org/ontologies	line: 13977 /sandbox/d3fend/oml/d3fend.mitre.org/ontologies/d3fend.owl.oml	Oml Problem
